,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userID,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,cluster
19815,2_39_131_30_2019-05-20 15:59:51.604026,"Mon, 20 May 2019 15:59:52 GMT","Tue, 21 May 2019 00:19:33 GMT","Mon, 20 May 2019 17:52:37 GMT",6.154,000000559,313.0,9.39,30.0,525.0,"Mon, 20 May 2019 15:59:57 GMT",True,"Tue, 21 May 2019 00:44:52 GMT",1.0
19816,2_39_128_18_2019-05-20 16:01:55.044520,"Mon, 20 May 2019 16:01:55 GMT","Mon, 20 May 2019 23:11:24 GMT","Mon, 20 May 2019 16:49:35 GMT",4.743,000001912,400.0,16.0,40.0,190.0,"Mon, 20 May 2019 16:02:12 GMT",True,"Mon, 20 May 2019 19:11:55 GMT",0.0
19817,2_39_129_17_2019-05-20 16:04:47.436558,"Mon, 20 May 2019 16:04:47 GMT","Tue, 21 May 2019 02:40:57 GMT","Mon, 20 May 2019 17:19:51 GMT",3.889,000000567,333.0,6.66,20.0,425.0,"Mon, 20 May 2019 16:05:08 GMT",True,"Mon, 20 May 2019 23:09:47 GMT",1.0
19818,2_39_124_22_2019-05-20 16:06:40.362413,"Mon, 20 May 2019 16:06:40 GMT","Mon, 20 May 2019 17:24:03 GMT","Mon, 20 May 2019 17:23:58 GMT",4.519,000001384,400.0,28.0,70.0,135.0,"Mon, 20 May 2019 16:06:57 GMT",True,"Mon, 20 May 2019 18:21:40 GMT",1.0
19819,2_39_89_439_2019-05-20 16:10:57.484665,"Mon, 20 May 2019 16:10:57 GMT","Tue, 21 May 2019 00:48:27 GMT","Mon, 20 May 2019 17:40:12 GMT",4.391,000000743,400.0,8.0,20.0,451.0,"Mon, 20 May 2019 16:11:14 GMT",True,"Mon, 20 May 2019 23:41:57 GMT",0.0
19821,2_39_78_361_2019-05-20 16:16:24.006563,"Mon, 20 May 2019 16:16:24 GMT","Tue, 21 May 2019 01:05:54 GMT","Tue, 21 May 2019 01:05:46 GMT",12.131,000000714,200.0,18.0,90.0,364.0,"Mon, 20 May 2019 16:16:34 GMT",True,"Mon, 20 May 2019 22:20:24 GMT",2.0
19822,2_39_95_444_2019-05-20 16:41:12.491343,"Mon, 20 May 2019 16:41:12 GMT","Tue, 21 May 2019 05:05:17 GMT","Mon, 20 May 2019 20:52:49 GMT",14.499,000001526,350.0,19.95,57.0,403.0,"Mon, 20 May 2019 16:41:34 GMT",True,"Mon, 20 May 2019 23:24:12 GMT",0.0
19823,2_39_91_441_2019-05-20 16:54:32.445723,"Mon, 20 May 2019 16:54:32 GMT","Tue, 21 May 2019 03:03:43 GMT","Mon, 20 May 2019 20:19:31 GMT",21.19,000000850,300.0,30.0,100.0,720.0,"Mon, 20 May 2019 16:54:44 GMT",True,"Tue, 21 May 2019 04:54:32 GMT",1.0
19824,2_39_92_436_2019-05-20 16:54:51.140596,"Mon, 20 May 2019 16:54:51 GMT","Mon, 20 May 2019 18:23:55 GMT","Mon, 20 May 2019 18:23:50 GMT",5.014,000001222,400.0,8.0,20.0,72.0,"Mon, 20 May 2019 16:55:47 GMT",True,"Mon, 20 May 2019 18:06:51 GMT",2.0
19825,2_39_78_363_2019-05-20 17:06:45.222635,"Mon, 20 May 2019 17:06:45 GMT","Tue, 21 May 2019 01:04:27 GMT","Mon, 20 May 2019 20:11:54 GMT",8.052,000001095,469.0,14.07,30.0,447.0,"Mon, 20 May 2019 17:07:27 GMT",True,"Tue, 21 May 2019 00:33:45 GMT",2.0
19826,2_39_90_26_2019-05-20 17:08:07.345405,"Mon, 20 May 2019 17:08:07 GMT","Mon, 20 May 2019 23:56:42 GMT","Mon, 20 May 2019 18:20:53 GMT",3.497,000000891,300.0,6.0,20.0,310.0,"Mon, 20 May 2019 17:08:31 GMT",True,"Mon, 20 May 2019 22:18:07 GMT",0.0
19827,2_39_78_365_2019-05-20 17:22:11.657751,"Mon, 20 May 2019 17:22:12 GMT","Tue, 21 May 2019 01:26:00 GMT","Mon, 20 May 2019 18:29:52 GMT",3.364,000002170,600.0,24.0,40.0,191.0,"Mon, 20 May 2019 17:22:51 GMT",True,"Mon, 20 May 2019 20:33:12 GMT",2.0
19828,2_39_124_22_2019-05-20 17:48:12.692554,"Mon, 20 May 2019 17:48:13 GMT","Tue, 21 May 2019 00:25:14 GMT","Mon, 20 May 2019 19:15:22 GMT",9.091,000000668,400.0,8.0,20.0,233.0,"Mon, 20 May 2019 17:52:08 GMT",True,"Mon, 20 May 2019 21:41:13 GMT",0.0
19829,2_39_90_440_2019-05-20 18:01:48.098396,"Mon, 20 May 2019 18:01:48 GMT","Tue, 21 May 2019 02:14:51 GMT","Mon, 20 May 2019 20:54:20 GMT",18.595,000000558,200.0,20.0,100.0,120.0,"Mon, 20 May 2019 18:01:51 GMT",True,"Mon, 20 May 2019 20:01:48 GMT",1.0
19830,2_39_92_442_2019-05-20 18:06:22.573433,"Mon, 20 May 2019 18:06:23 GMT","Tue, 21 May 2019 00:56:44 GMT","Mon, 20 May 2019 20:04:19 GMT",6.455,000001124,450.0,9.0,20.0,60.0,"Mon, 20 May 2019 18:06:46 GMT",True,"Mon, 20 May 2019 19:06:23 GMT",0.0
19831,2_39_92_436_2019-05-20 19:13:49.734464,"Mon, 20 May 2019 19:13:50 GMT","Tue, 21 May 2019 05:04:21 GMT","Mon, 20 May 2019 20:16:05 GMT",2.068,000001082,400.0,16.0,40.0,291.0,"Mon, 20 May 2019 19:14:12 GMT",True,"Tue, 21 May 2019 00:04:50 GMT",1.0
19832,2_39_127_561_2019-05-20 19:22:01.580156,"Mon, 20 May 2019 19:22:02 GMT","Mon, 20 May 2019 23:58:09 GMT","Mon, 20 May 2019 20:51:05 GMT",9.394,000000629,200.0,20.0,100.0,269.0,"Mon, 20 May 2019 19:22:04 GMT",True,"Mon, 20 May 2019 23:51:02 GMT",1.0
19833,2_39_88_24_2019-05-20 19:30:17.450106,"Mon, 20 May 2019 19:30:17 GMT","Mon, 20 May 2019 22:53:34 GMT","Mon, 20 May 2019 20:47:35 GMT",3.625,000000560,273.0,5.46,20.0,284.0,"Mon, 20 May 2019 19:30:32 GMT",True,"Tue, 21 May 2019 00:14:17 GMT",0.0
19834,2_39_91_437_2019-05-20 19:59:16.123149,"Mon, 20 May 2019 19:59:16 GMT","Tue, 21 May 2019 03:45:55 GMT","Mon, 20 May 2019 20:29:08 GMT",0.824,000000324,600.0,12.0,20.0,234.0,"Mon, 20 May 2019 19:59:27 GMT",True,"Mon, 20 May 2019 23:53:16 GMT",1.0
19835,2_39_128_18_2019-05-20 23:40:17.567084,"Mon, 20 May 2019 23:40:18 GMT","Tue, 21 May 2019 00:54:15 GMT","Tue, 21 May 2019 00:54:10 GMT",4.233,000000774,400.0,8.0,20.0,60.0,"Mon, 20 May 2019 23:40:18 GMT",True,"Tue, 21 May 2019 00:40:18 GMT",0.0
19836,2_39_139_28_2019-05-21 01:10:04.466161,"Tue, 21 May 2019 01:10:04 GMT","Tue, 21 May 2019 02:55:34 GMT","Tue, 21 May 2019 02:25:55 GMT",7.886,000001133,400.0,8.0,20.0,60.0,"Tue, 21 May 2019 01:10:14 GMT",True,"Tue, 21 May 2019 02:10:04 GMT",0.0
19837,2_39_139_28_2019-05-21 04:36:26.058298,"Tue, 21 May 2019 04:36:26 GMT","Wed, 22 May 2019 05:30:57 GMT","Tue, 21 May 2019 08:20:00 GMT",11.847,000001202,375.0,15.0,40.0,60.0,"Tue, 21 May 2019 04:36:56 GMT",True,"Tue, 21 May 2019 05:36:26 GMT",1.0
19838,2_39_79_378_2019-05-21 05:25:22.628517,"Tue, 21 May 2019 05:25:23 GMT","Tue, 21 May 2019 14:01:09 GMT","Tue, 21 May 2019 08:22:46 GMT",13.544,000000300,400.0,28.0,70.0,451.0,"Tue, 21 May 2019 05:26:13 GMT",True,"Tue, 21 May 2019 12:56:23 GMT",1.0
19839,2_39_89_25_2019-05-21 13:04:09.432614,"Tue, 21 May 2019 13:04:09 GMT","Tue, 21 May 2019 14:19:42 GMT","Tue, 21 May 2019 14:19:37 GMT",3.994,000000743,400.0,8.0,20.0,61.0,"Tue, 21 May 2019 13:04:48 GMT",True,"Tue, 21 May 2019 14:05:09 GMT",0.0
19840,2_39_88_24_2019-05-21 13:31:33.495853,"Tue, 21 May 2019 13:31:33 GMT","Tue, 21 May 2019 18:44:54 GMT","Tue, 21 May 2019 16:57:07 GMT",17.475,000000560,273.0,21.84,80.0,312.0,"Tue, 21 May 2019 13:31:36 GMT",True,"Tue, 21 May 2019 18:43:33 GMT",0.0
19841,2_39_78_366_2019-05-21 14:20:40.350824,"Tue, 21 May 2019 14:20:40 GMT","Wed, 22 May 2019 00:21:40 GMT","Tue, 21 May 2019 23:29:34 GMT",46.144,000000569,300.0,48.0,160.0,232.0,"Tue, 21 May 2019 14:21:06 GMT",True,"Tue, 21 May 2019 18:12:40 GMT",1.0
19842,2_39_131_30_2019-05-21 14:26:55.958399,"Tue, 21 May 2019 14:26:56 GMT","Wed, 22 May 2019 00:52:19 GMT","Tue, 21 May 2019 16:37:21 GMT",13.851,000000630,400.0,20.0,50.0,449.0,"Tue, 21 May 2019 14:29:08 GMT",True,"Tue, 21 May 2019 21:55:56 GMT",2.0
19843,2_39_124_558_2019-05-21 14:39:35.972553,"Tue, 21 May 2019 14:39:36 GMT","Tue, 21 May 2019 21:49:44 GMT","Tue, 21 May 2019 17:14:59 GMT",8.527,000001534,250.0,10.0,40.0,404.0,"Tue, 21 May 2019 14:40:46 GMT",True,"Tue, 21 May 2019 21:23:36 GMT",1.0
19844,2_39_123_23_2019-05-21 15:05:11.192556,"Tue, 21 May 2019 15:05:11 GMT","Tue, 21 May 2019 23:33:24 GMT","Tue, 21 May 2019 15:58:03 GMT",2.588,000000858,400.0,8.0,20.0,223.0,"Tue, 21 May 2019 15:05:29 GMT",True,"Tue, 21 May 2019 18:48:11 GMT",1.0
19845,2_39_91_437_2019-05-21 15:17:13.654997,"Tue, 21 May 2019 15:17:30 GMT","Wed, 22 May 2019 00:07:28 GMT","Tue, 21 May 2019 16:35:51 GMT",8.156,000002461,400.0,12.0,30.0,502.0,"Tue, 21 May 2019 15:17:30 GMT",True,"Tue, 21 May 2019 23:39:30 GMT",0.0
19847,2_39_127_19_2019-05-21 15:30:08.296784,"Tue, 21 May 2019 15:30:08 GMT","Wed, 22 May 2019 01:11:00 GMT","Tue, 21 May 2019 16:58:36 GMT",4.653,000000562,375.0,7.5,20.0,211.0,"Tue, 21 May 2019 15:31:06 GMT",True,"Tue, 21 May 2019 19:01:08 GMT",0.0
19848,2_39_130_31_2019-05-21 15:33:18.053266,"Tue, 21 May 2019 15:33:18 GMT","Wed, 22 May 2019 00:27:12 GMT","Tue, 21 May 2019 17:28:26 GMT",6.583,000000559,313.0,9.39,30.0,525.0,"Tue, 21 May 2019 15:33:28 GMT",True,"Wed, 22 May 2019 00:18:18 GMT",1.0
19849,2_39_128_18_2019-05-21 15:43:12.127465,"Tue, 21 May 2019 15:43:12 GMT","Tue, 21 May 2019 17:11:28 GMT","Tue, 21 May 2019 17:03:07 GMT",7.87,000002354,400.0,8.0,20.0,60.0,"Tue, 21 May 2019 15:43:31 GMT",True,"Tue, 21 May 2019 16:43:12 GMT",0.0
19850,2_39_79_377_2019-05-21 15:45:34.214323,"Tue, 21 May 2019 15:45:34 GMT","Wed, 22 May 2019 00:04:51 GMT","Tue, 21 May 2019 18:23:55 GMT",11.257,000001470,292.0,17.52,60.0,232.0,"Tue, 21 May 2019 15:46:05 GMT",True,"Tue, 21 May 2019 19:37:34 GMT",0.0
19851,2_39_89_25_2019-05-21 15:59:43.252194,"Tue, 21 May 2019 15:59:43 GMT","Wed, 22 May 2019 00:56:34 GMT","Tue, 21 May 2019 16:44:42 GMT",1.926,000000891,300.0,6.0,20.0,310.0,"Tue, 21 May 2019 15:59:59 GMT",True,"Tue, 21 May 2019 21:09:43 GMT",0.0
19852,2_39_129_17_2019-05-21 16:01:59.007777,"Tue, 21 May 2019 16:01:59 GMT","Wed, 22 May 2019 01:48:52 GMT","Tue, 21 May 2019 17:20:58 GMT",4.492,000000712,600.0,30.0,50.0,419.0,"Tue, 21 May 2019 16:02:03 GMT",True,"Tue, 21 May 2019 23:00:59 GMT",1.0
19853,2_39_125_21_2019-05-21 16:03:50.109267,"Tue, 21 May 2019 16:03:50 GMT","Wed, 22 May 2019 01:46:24 GMT","Tue, 21 May 2019 17:48:35 GMT",5.718,000000567,333.0,6.66,20.0,425.0,"Tue, 21 May 2019 16:04:23 GMT",True,"Tue, 21 May 2019 23:08:50 GMT",1.0
19854,2_39_89_439_2019-05-21 16:12:05.751033,"Tue, 21 May 2019 16:12:06 GMT","Tue, 21 May 2019 23:09:09 GMT","Tue, 21 May 2019 17:38:23 GMT",4.28,000000743,400.0,8.0,20.0,408.0,"Tue, 21 May 2019 16:12:42 GMT",True,"Tue, 21 May 2019 23:00:06 GMT",0.0
19855,2_39_79_381_2019-05-21 16:13:09.249380,"Tue, 21 May 2019 16:13:09 GMT","Tue, 21 May 2019 23:31:18 GMT","Tue, 21 May 2019 22:08:48 GMT",27.78,000001104,250.0,30.0,120.0,383.0,"Tue, 21 May 2019 16:14:01 GMT",True,"Tue, 21 May 2019 22:36:09 GMT",2.0
19856,2_39_79_380_2019-05-21 16:24:18.801510,"Tue, 21 May 2019 16:24:19 GMT","Tue, 21 May 2019 23:28:13 GMT","Tue, 21 May 2019 19:42:08 GMT",7.688,000000714,200.0,18.0,90.0,364.0,"Tue, 21 May 2019 16:24:54 GMT",True,"Tue, 21 May 2019 22:28:19 GMT",2.0
19858,2_39_79_376_2019-05-21 16:28:51.423430,"Tue, 21 May 2019 16:28:51 GMT","Tue, 21 May 2019 22:35:16 GMT","Tue, 21 May 2019 17:03:31 GMT",1.762,000001120,375.0,22.5,60.0,430.0,"Tue, 21 May 2019 16:28:56 GMT",True,"Tue, 21 May 2019 23:38:51 GMT",2.0
19859,2_39_78_365_2019-05-21 16:30:30.102627,"Tue, 21 May 2019 16:30:30 GMT","Wed, 22 May 2019 02:34:31 GMT","Wed, 22 May 2019 00:21:02 GMT",10.664,000002170,600.0,24.0,40.0,191.0,"Tue, 21 May 2019 16:31:28 GMT",True,"Tue, 21 May 2019 19:41:30 GMT",2.0
19860,2_39_124_22_2019-05-21 16:33:39.919218,"Tue, 21 May 2019 16:33:40 GMT","Wed, 22 May 2019 00:25:58 GMT","Tue, 21 May 2019 18:39:38 GMT",6.433,000001481,400.0,8.0,20.0,61.0,"Tue, 21 May 2019 16:56:49 GMT",True,"Tue, 21 May 2019 17:34:40 GMT",2.0
19861,2_39_90_26_2019-05-21 16:41:38.871241,"Tue, 21 May 2019 16:41:39 GMT","Wed, 22 May 2019 04:26:47 GMT","Tue, 21 May 2019 17:42:47 GMT",1.944,000000324,600.0,12.0,20.0,140.0,"Tue, 21 May 2019 16:41:58 GMT",True,"Tue, 21 May 2019 19:01:39 GMT",1.0
19862,2_39_79_383_2019-05-21 16:52:08.440633,"Tue, 21 May 2019 16:52:08 GMT","Wed, 22 May 2019 00:05:29 GMT","Tue, 21 May 2019 22:02:00 GMT",24.713,000001274,333.0,26.64,80.0,377.0,"Tue, 21 May 2019 16:52:44 GMT",True,"Tue, 21 May 2019 23:09:08 GMT",0.0
19863,2_39_92_442_2019-05-21 17:01:16.832451,"Tue, 21 May 2019 17:01:17 GMT","Tue, 21 May 2019 18:22:16 GMT","Tue, 21 May 2019 18:22:11 GMT",5.263,000000336,292.0,17.52,60.0,181.0,"Tue, 21 May 2019 17:03:36 GMT",True,"Tue, 21 May 2019 20:02:17 GMT",0.0
19864,2_39_78_364_2019-05-21 17:16:42.010759,"Tue, 21 May 2019 17:16:42 GMT","Wed, 22 May 2019 02:06:31 GMT","Tue, 21 May 2019 20:11:10 GMT",11.61,000000558,200.0,14.0,70.0,120.0,"Tue, 21 May 2019 17:16:43 GMT",True,"Tue, 21 May 2019 19:16:42 GMT",1.0
19865,2_39_78_362_2019-05-21 17:23:01.436300,"Tue, 21 May 2019 17:23:01 GMT","Tue, 21 May 2019 19:35:16 GMT","Tue, 21 May 2019 19:36:15 GMT",6.583,000000515,250.0,10.0,40.0,59.0,"Tue, 21 May 2019 17:23:17 GMT",True,"Tue, 21 May 2019 18:22:01 GMT",0.0
19867,2_39_78_361_2019-05-21 17:38:13.762927,"Tue, 21 May 2019 17:38:14 GMT","Tue, 21 May 2019 23:29:32 GMT","Tue, 21 May 2019 22:32:47 GMT",8.745,000000668,400.0,12.0,30.0,233.0,"Tue, 21 May 2019 17:39:08 GMT",True,"Tue, 21 May 2019 21:31:14 GMT",0.0
19868,2_39_78_363_2019-05-21 17:49:35.524609,"Tue, 21 May 2019 17:49:36 GMT","Wed, 22 May 2019 05:03:31 GMT","Wed, 22 May 2019 01:27:19 GMT",20.227,000001137,400.0,32.0,80.0,580.0,"Tue, 21 May 2019 17:50:43 GMT",True,"Wed, 22 May 2019 03:29:36 GMT",0.0
19869,2_39_128_18_2019-05-21 18:54:43.228647,"Tue, 21 May 2019 18:54:43 GMT","Wed, 22 May 2019 02:23:54 GMT","Tue, 21 May 2019 21:46:12 GMT",13.091,000000958,200.0,20.0,100.0,570.0,"Tue, 21 May 2019 18:54:49 GMT",True,"Wed, 22 May 2019 04:24:43 GMT",1.0
19870,2_39_92_442_2019-05-21 18:56:41.024171,"Tue, 21 May 2019 18:56:41 GMT","Wed, 22 May 2019 05:25:25 GMT","Wed, 22 May 2019 03:18:27 GMT",56.403,000000818,250.0,57.5,230.0,616.0,"Tue, 21 May 2019 18:57:16 GMT",True,"Wed, 22 May 2019 05:12:41 GMT",2.0
19871,2_39_88_24_2019-05-21 19:08:56.573137,"Tue, 21 May 2019 19:08:57 GMT","Tue, 21 May 2019 22:49:06 GMT","Tue, 21 May 2019 20:06:20 GMT",1.691,000000560,273.0,5.46,20.0,312.0,"Tue, 21 May 2019 19:09:11 GMT",True,"Wed, 22 May 2019 00:20:57 GMT",0.0
19872,2_39_126_20_2019-05-21 19:22:10.496443,"Tue, 21 May 2019 19:22:10 GMT","Wed, 22 May 2019 04:48:32 GMT","Tue, 21 May 2019 20:26:13 GMT",2.107,000001082,400.0,16.0,40.0,291.0,"Tue, 21 May 2019 19:22:46 GMT",True,"Wed, 22 May 2019 00:13:10 GMT",1.0
19873,2_39_78_362_2019-05-21 20:17:17.884873,"Tue, 21 May 2019 20:17:18 GMT","Wed, 22 May 2019 02:04:38 GMT","Wed, 22 May 2019 02:05:38 GMT",6.824,000001124,450.0,9.0,20.0,60.0,"Tue, 21 May 2019 20:18:05 GMT",True,"Tue, 21 May 2019 21:17:18 GMT",0.0
19874,2_39_92_436_2019-05-21 21:36:10.980237,"Tue, 21 May 2019 21:36:11 GMT","Tue, 21 May 2019 23:06:08 GMT","Tue, 21 May 2019 22:59:02 GMT",3.978,000001564,300.0,6.0,20.0,103.0,"Tue, 21 May 2019 21:36:33 GMT",True,"Tue, 21 May 2019 23:19:11 GMT",0.0
19875,2_39_88_24_2019-05-21 23:18:35.435187,"Tue, 21 May 2019 23:18:35 GMT","Wed, 22 May 2019 01:20:33 GMT","Wed, 22 May 2019 00:50:43 GMT",4.746,000001746,600.0,36.0,60.0,80.0,"Tue, 21 May 2019 23:18:48 GMT",True,"Wed, 22 May 2019 00:38:35 GMT",0.0
19877,2_39_138_29_2019-05-22 03:31:17.764985,"Wed, 22 May 2019 03:31:18 GMT","Wed, 22 May 2019 04:43:05 GMT","Wed, 22 May 2019 04:43:00 GMT",8.193,000001263,250.0,17.5,70.0,61.0,"Wed, 22 May 2019 03:31:51 GMT",True,"Wed, 22 May 2019 04:32:18 GMT",0.0
19878,2_39_131_30_2019-05-22 04:01:40.167831,"Wed, 22 May 2019 04:01:40 GMT","Wed, 22 May 2019 05:18:15 GMT","Wed, 22 May 2019 05:18:10 GMT",4.161,000001161,400.0,16.0,40.0,101.0,"Wed, 22 May 2019 04:02:24 GMT",True,"Wed, 22 May 2019 05:42:40 GMT",0.0
19879,2_39_88_24_2019-05-22 13:33:07.682861,"Wed, 22 May 2019 13:33:08 GMT","Wed, 22 May 2019 18:48:43 GMT","Wed, 22 May 2019 17:15:34 GMT",19.197,000000560,273.0,21.84,80.0,312.0,"Wed, 22 May 2019 13:33:55 GMT",True,"Wed, 22 May 2019 18:45:08 GMT",0.0
19880,2_39_139_28_2019-05-22 14:13:08.780244,"Wed, 22 May 2019 14:13:09 GMT","Wed, 22 May 2019 23:57:10 GMT","Wed, 22 May 2019 16:21:29 GMT",13.655,000000630,400.0,20.0,50.0,449.0,"Wed, 22 May 2019 14:13:16 GMT",True,"Wed, 22 May 2019 21:42:09 GMT",2.0
19881,2_39_78_367_2019-05-22 14:50:10.049252,"Wed, 22 May 2019 14:50:10 GMT","Thu, 23 May 2019 00:46:04 GMT","Wed, 22 May 2019 16:16:15 GMT",3.781,000001524,400.0,4.0,10.0,353.0,"Wed, 22 May 2019 14:54:07 GMT",True,"Wed, 22 May 2019 20:43:10 GMT",2.0
19882,2_39_124_558_2019-05-22 14:55:18.163137,"Wed, 22 May 2019 14:55:30 GMT","Wed, 22 May 2019 22:23:50 GMT","Wed, 22 May 2019 16:19:26 GMT",4.401,000001534,250.0,5.0,20.0,404.0,"Wed, 22 May 2019 14:55:30 GMT",True,"Wed, 22 May 2019 21:39:30 GMT",1.0
19883,2_39_79_379_2019-05-22 14:56:10.945237,"Wed, 22 May 2019 14:56:11 GMT","Thu, 23 May 2019 03:40:52 GMT","Wed, 22 May 2019 21:02:24 GMT",15.878,000000676,364.0,21.84,60.0,473.0,"Wed, 22 May 2019 14:56:25 GMT",True,"Wed, 22 May 2019 22:49:11 GMT",1.0
19884,2_39_78_366_2019-05-22 14:56:30.533990,"Wed, 22 May 2019 14:56:31 GMT","Thu, 23 May 2019 00:38:01 GMT","Wed, 22 May 2019 16:28:57 GMT",4.767,000000569,300.0,21.0,70.0,232.0,"Wed, 22 May 2019 14:56:50 GMT",True,"Wed, 22 May 2019 18:48:31 GMT",1.0
19885,2_39_129_17_2019-05-22 14:58:27.914718,"Wed, 22 May 2019 14:58:28 GMT","Thu, 23 May 2019 02:15:21 GMT","Wed, 22 May 2019 17:05:05 GMT",6.645,000001164,525.0,10.5,20.0,236.0,"Wed, 22 May 2019 14:59:08 GMT",True,"Wed, 22 May 2019 18:54:28 GMT",1.0
19887,2_39_138_29_2019-05-22 15:07:13.450522,"Wed, 22 May 2019 15:07:13 GMT","Wed, 22 May 2019 23:19:45 GMT","Wed, 22 May 2019 16:43:02 GMT",5.543,000001564,300.0,6.0,20.0,427.0,"Wed, 22 May 2019 15:07:24 GMT",True,"Wed, 22 May 2019 22:14:13 GMT",0.0
19888,2_39_131_30_2019-05-22 15:24:31.502430,"Wed, 22 May 2019 15:24:31 GMT","Wed, 22 May 2019 19:35:17 GMT","Wed, 22 May 2019 16:50:57 GMT",4.558,000000562,375.0,7.5,20.0,211.0,"Wed, 22 May 2019 15:25:03 GMT",True,"Wed, 22 May 2019 18:55:31 GMT",0.0
19890,2_39_79_377_2019-05-22 15:37:20.099998,"Wed, 22 May 2019 15:37:20 GMT","Wed, 22 May 2019 22:50:48 GMT","Wed, 22 May 2019 17:13:40 GMT",8.862,000001470,292.0,17.52,60.0,232.0,"Wed, 22 May 2019 15:37:39 GMT",True,"Wed, 22 May 2019 19:29:20 GMT",0.0
19891,2_39_127_19_2019-05-22 15:40:00.585449,"Wed, 22 May 2019 15:40:01 GMT","Wed, 22 May 2019 17:30:21 GMT","Wed, 22 May 2019 17:01:42 GMT",4.565,000000712,600.0,12.0,20.0,119.0,"Wed, 22 May 2019 15:40:27 GMT",True,"Wed, 22 May 2019 17:39:01 GMT",1.0
19893,2_39_79_378_2019-05-22 15:45:26.018298,"Wed, 22 May 2019 15:45:26 GMT","Wed, 22 May 2019 22:21:09 GMT","Wed, 22 May 2019 21:07:30 GMT",8.291,000000559,313.0,9.39,30.0,377.0,"Wed, 22 May 2019 15:45:40 GMT",True,"Wed, 22 May 2019 22:02:26 GMT",1.0
19894,2_39_79_383_2019-05-22 15:46:07.765295,"Wed, 22 May 2019 15:46:08 GMT","Thu, 23 May 2019 00:49:49 GMT","Wed, 22 May 2019 21:19:46 GMT",22.345,000001957,400.0,28.0,70.0,453.0,"Wed, 22 May 2019 15:46:25 GMT",True,"Wed, 22 May 2019 23:19:08 GMT",2.0
19895,2_39_123_23_2019-05-22 15:57:55.570274,"Wed, 22 May 2019 15:57:56 GMT","Thu, 23 May 2019 00:16:02 GMT","Wed, 22 May 2019 20:56:16 GMT",13.112,000001364,400.0,24.0,60.0,203.0,"Wed, 22 May 2019 16:13:21 GMT",True,"Wed, 22 May 2019 19:20:56 GMT",2.0
19896,2_39_79_382_2019-05-22 16:01:48.641638,"Wed, 22 May 2019 16:01:49 GMT","Thu, 23 May 2019 01:09:50 GMT","Wed, 22 May 2019 22:35:44 GMT",27.837,000001104,250.0,30.0,120.0,383.0,"Wed, 22 May 2019 16:04:05 GMT",True,"Wed, 22 May 2019 22:24:49 GMT",2.0
19897,2_39_125_21_2019-05-22 16:04:33.738250,"Wed, 22 May 2019 16:04:34 GMT","Wed, 22 May 2019 23:38:20 GMT","Wed, 22 May 2019 17:44:27 GMT",5.35,000000858,400.0,8.0,20.0,223.0,"Wed, 22 May 2019 16:04:44 GMT",True,"Wed, 22 May 2019 19:47:34 GMT",1.0
19898,2_39_90_440_2019-05-22 16:08:30.816366,"Wed, 22 May 2019 16:08:31 GMT","Wed, 22 May 2019 23:31:11 GMT","Wed, 22 May 2019 17:35:12 GMT",8.001,000001095,469.0,14.07,30.0,447.0,"Wed, 22 May 2019 16:08:41 GMT",True,"Wed, 22 May 2019 23:35:31 GMT",2.0
19899,2_39_89_439_2019-05-22 16:10:16.208850,"Wed, 22 May 2019 16:10:16 GMT","Wed, 22 May 2019 23:22:15 GMT","Wed, 22 May 2019 17:27:10 GMT",3.774,000000743,400.0,8.0,20.0,408.0,"Wed, 22 May 2019 16:10:36 GMT",True,"Wed, 22 May 2019 22:58:16 GMT",0.0
19900,2_39_78_360_2019-05-22 16:12:43.794673,"Wed, 22 May 2019 16:12:44 GMT","Thu, 23 May 2019 00:58:32 GMT","Wed, 22 May 2019 18:16:31 GMT",13.254,000000714,200.0,18.0,90.0,364.0,"Wed, 22 May 2019 16:12:57 GMT",True,"Wed, 22 May 2019 22:16:44 GMT",2.0
19902,2_39_91_437_2019-05-22 16:28:26.307975,"Wed, 22 May 2019 16:28:26 GMT","Thu, 23 May 2019 01:30:13 GMT","Wed, 22 May 2019 17:23:28 GMT",1.734,000000324,600.0,12.0,20.0,140.0,"Wed, 22 May 2019 16:30:22 GMT",True,"Wed, 22 May 2019 18:48:26 GMT",1.0
19903,2_39_95_27_2019-05-22 16:47:37.242042,"Wed, 22 May 2019 16:47:37 GMT","Thu, 23 May 2019 01:13:17 GMT","Wed, 22 May 2019 18:48:36 GMT",6.445,000001124,450.0,9.0,20.0,60.0,"Wed, 22 May 2019 16:48:09 GMT",True,"Wed, 22 May 2019 17:47:37 GMT",0.0
19904,2_39_78_365_2019-05-22 16:50:07.841107,"Wed, 22 May 2019 16:50:08 GMT","Thu, 23 May 2019 01:15:20 GMT","Wed, 22 May 2019 19:27:14 GMT",3.424,000002170,600.0,24.0,40.0,191.0,"Wed, 22 May 2019 16:51:47 GMT",True,"Wed, 22 May 2019 20:01:08 GMT",2.0
