,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userID,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,cluster
13737,2_39_130_31_2018-11-14 16:06:36.373346,"Wed, 14 Nov 2018 16:06:36 GMT","Wed, 14 Nov 2018 16:54:17 GMT","Wed, 14 Nov 2018 16:48:26 GMT",1.666,000000365,333.0,3.33,10.0,60.0,"Wed, 14 Nov 2018 16:08:29 GMT",True,"Wed, 14 Nov 2018 17:06:36 GMT",0.0
13738,2_39_78_362_2018-11-14 16:19:09.854794,"Wed, 14 Nov 2018 16:19:10 GMT","Thu, 15 Nov 2018 00:58:36 GMT","Thu, 15 Nov 2018 00:59:33 GMT",2.736,000000686,400.0,4.0,10.0,193.0,"Wed, 14 Nov 2018 16:19:14 GMT",True,"Wed, 14 Nov 2018 19:32:10 GMT",2.0
13742,2_39_125_21_2018-11-14 16:36:01.697773,"Wed, 14 Nov 2018 16:36:02 GMT","Wed, 14 Nov 2018 23:08:32 GMT","Wed, 14 Nov 2018 18:44:45 GMT",12.803,000000068,250.0,15.0,60.0,394.0,"Wed, 14 Nov 2018 16:36:08 GMT",True,"Wed, 14 Nov 2018 23:10:02 GMT",0.0
13743,2_39_78_367_2018-11-14 16:37:45.715335,"Wed, 14 Nov 2018 16:37:46 GMT","Thu, 15 Nov 2018 02:13:46 GMT","Thu, 15 Nov 2018 01:58:22 GMT",12.011,000001102,250.0,12.5,50.0,557.0,"Wed, 14 Nov 2018 16:37:52 GMT",True,"Thu, 15 Nov 2018 01:54:46 GMT",1.0
13744,2_39_89_25_2018-11-14 16:39:36.777305,"Wed, 14 Nov 2018 16:39:37 GMT","Thu, 15 Nov 2018 04:36:57 GMT","Wed, 14 Nov 2018 17:32:24 GMT",1.71,000000324,400.0,6.0,15.0,212.0,"Wed, 14 Nov 2018 16:39:56 GMT",True,"Wed, 14 Nov 2018 20:11:37 GMT",1.0
13745,2_39_78_364_2018-11-14 16:40:51.527391,"Wed, 14 Nov 2018 16:40:52 GMT","Wed, 14 Nov 2018 21:09:28 GMT","Wed, 14 Nov 2018 21:02:45 GMT",3.299,000000634,200.0,4.0,20.0,212.0,"Wed, 14 Nov 2018 16:40:55 GMT",True,"Wed, 14 Nov 2018 20:12:52 GMT",2.0
13746,2_39_123_23_2018-11-14 16:49:10.682064,"Wed, 14 Nov 2018 16:49:11 GMT","Thu, 15 Nov 2018 02:19:35 GMT","Wed, 14 Nov 2018 18:58:25 GMT",13.891,000000945,600.0,30.0,50.0,620.0,"Wed, 14 Nov 2018 16:49:38 GMT",True,"Thu, 15 Nov 2018 03:09:11 GMT",1.0
13747,2_39_89_439_2018-11-14 16:51:51.637972,"Wed, 14 Nov 2018 16:51:52 GMT","Thu, 15 Nov 2018 02:30:22 GMT","Wed, 14 Nov 2018 18:30:30 GMT",9.929,000000069,200.0,20.0,100.0,216.0,"Wed, 14 Nov 2018 16:52:14 GMT",True,"Wed, 14 Nov 2018 20:27:52 GMT",2.0
13748,2_39_90_26_2018-11-14 17:03:14.349444,"Wed, 14 Nov 2018 17:03:14 GMT","Thu, 15 Nov 2018 00:40:44 GMT","Wed, 14 Nov 2018 18:33:50 GMT",4.698,000000858,400.0,8.0,20.0,56.0,"Wed, 14 Nov 2018 17:04:17 GMT",True,"Wed, 14 Nov 2018 17:59:14 GMT",1.0
13749,2_39_124_22_2018-11-14 17:05:45.183771,"Wed, 14 Nov 2018 17:05:45 GMT","Thu, 15 Nov 2018 00:59:53 GMT","Wed, 14 Nov 2018 19:12:47 GMT",12.73,000001153,500.0,20.0,40.0,420.0,"Wed, 14 Nov 2018 17:06:10 GMT",True,"Thu, 15 Nov 2018 00:05:45 GMT",1.0
13750,2_39_123_557_2018-11-14 17:15:57.269288,"Wed, 14 Nov 2018 17:15:57 GMT","Wed, 14 Nov 2018 23:55:20 GMT","Wed, 14 Nov 2018 19:45:23 GMT",16.14,000001104,250.0,25.0,100.0,481.0,"Wed, 14 Nov 2018 17:16:18 GMT",True,"Thu, 15 Nov 2018 01:16:57 GMT",2.0
13752,2_39_79_383_2018-11-14 17:35:13.537711,"Wed, 14 Nov 2018 17:35:14 GMT","Thu, 15 Nov 2018 01:07:49 GMT","Wed, 14 Nov 2018 23:25:09 GMT",21.123,000000832,300.0,27.0,90.0,448.0,"Wed, 14 Nov 2018 17:36:08 GMT",True,"Thu, 15 Nov 2018 01:03:14 GMT",0.0
13753,2_39_79_377_2018-11-14 17:45:08.948493,"Wed, 14 Nov 2018 17:45:09 GMT","Thu, 15 Nov 2018 02:59:32 GMT","Wed, 14 Nov 2018 22:18:09 GMT",27.957,000001123,346.0,41.52,120.0,410.0,"Wed, 14 Nov 2018 17:46:41 GMT",True,"Thu, 15 Nov 2018 00:35:09 GMT",0.0
13754,2_39_95_444_2018-11-14 17:50:07.385224,"Wed, 14 Nov 2018 17:50:07 GMT","Thu, 15 Nov 2018 02:06:51 GMT","Wed, 14 Nov 2018 19:01:02 GMT",7.878,000000714,200.0,16.0,80.0,189.0,"Wed, 14 Nov 2018 17:51:12 GMT",True,"Wed, 14 Nov 2018 20:59:07 GMT",2.0
13756,2_39_91_441_2018-11-14 17:57:31.267924,"Wed, 14 Nov 2018 17:57:31 GMT","Thu, 15 Nov 2018 02:13:59 GMT","Thu, 15 Nov 2018 00:43:24 GMT",3.947,000001095,400.0,4.0,10.0,448.0,"Wed, 14 Nov 2018 17:57:52 GMT",True,"Thu, 15 Nov 2018 01:25:31 GMT",2.0
13758,2_39_79_376_2018-11-14 19:02:24.346703,"Wed, 14 Nov 2018 19:02:24 GMT","Thu, 15 Nov 2018 00:16:40 GMT","Thu, 15 Nov 2018 00:16:36 GMT",9.159,000000671,364.0,40.04,110.0,276.0,"Wed, 14 Nov 2018 19:02:53 GMT",True,"Wed, 14 Nov 2018 23:38:24 GMT",2.0
13759,2_39_90_440_2018-11-14 19:04:53.685670,"Wed, 14 Nov 2018 19:04:54 GMT","Thu, 15 Nov 2018 01:07:03 GMT","Wed, 14 Nov 2018 20:42:41 GMT",8.987,000000668,400.0,40.0,100.0,145.0,"Wed, 14 Nov 2018 19:06:35 GMT",True,"Wed, 14 Nov 2018 21:29:54 GMT",0.0
13760,2_39_88_438_2018-11-14 19:09:48.721747,"Wed, 14 Nov 2018 19:09:49 GMT","Thu, 15 Nov 2018 02:06:16 GMT","Wed, 14 Nov 2018 21:06:06 GMT",6.496,000000632,400.0,16.0,40.0,443.0,"Wed, 14 Nov 2018 19:10:01 GMT",True,"Thu, 15 Nov 2018 02:32:49 GMT",1.0
13762,2_39_88_24_2018-11-14 19:13:23.289767,"Wed, 14 Nov 2018 19:13:23 GMT","Thu, 15 Nov 2018 03:35:02 GMT","Wed, 14 Nov 2018 21:14:33 GMT",6.568,000001124,400.0,8.0,20.0,53.0,"Wed, 14 Nov 2018 19:13:57 GMT",True,"Wed, 14 Nov 2018 20:06:23 GMT",0.0
13763,2_39_78_365_2018-11-14 19:21:02.344507,"Wed, 14 Nov 2018 19:21:02 GMT","Thu, 15 Nov 2018 02:54:16 GMT","Wed, 14 Nov 2018 21:05:56 GMT",5.478,000001094,400.0,8.0,20.0,59.0,"Wed, 14 Nov 2018 19:21:10 GMT",True,"Wed, 14 Nov 2018 20:20:02 GMT",1.0
13764,2_39_139_567_2018-11-14 19:27:03.196551,"Wed, 14 Nov 2018 19:27:03 GMT","Wed, 14 Nov 2018 23:39:55 GMT","Wed, 14 Nov 2018 23:39:38 GMT",26.32,000001208,400.0,40.0,100.0,34.0,"Wed, 14 Nov 2018 19:30:34 GMT",True,"Wed, 14 Nov 2018 20:01:03 GMT",0.0
13766,2_39_92_442_2018-11-14 20:53:30.098268,"Wed, 14 Nov 2018 20:53:30 GMT","Thu, 15 Nov 2018 03:15:01 GMT","Wed, 14 Nov 2018 21:26:12 GMT",1.703,000001083,250.0,2.5,10.0,140.0,"Wed, 14 Nov 2018 20:53:47 GMT",True,"Wed, 14 Nov 2018 23:13:30 GMT",0.0
13767,2_39_130_31_2018-11-14 21:13:03.837947,"Wed, 14 Nov 2018 21:13:04 GMT","Thu, 15 Nov 2018 03:45:02 GMT","Wed, 14 Nov 2018 23:11:40 GMT",6.658,000000567,500.0,10.0,20.0,246.0,"Wed, 14 Nov 2018 21:13:35 GMT",True,"Thu, 15 Nov 2018 01:19:04 GMT",1.0
13770,2_39_126_20_2018-11-14 23:12:38.270653,"Wed, 14 Nov 2018 23:12:38 GMT","Thu, 15 Nov 2018 01:28:55 GMT","Thu, 15 Nov 2018 01:28:51 GMT",14.346,000000222,259.0,28.49,110.0,160.0,"Wed, 14 Nov 2018 23:13:02 GMT",True,"Thu, 15 Nov 2018 01:52:38 GMT",0.0
13771,2_39_131_30_2018-11-15 01:16:53.691427,"Thu, 15 Nov 2018 01:16:54 GMT","Thu, 15 Nov 2018 02:43:35 GMT","Thu, 15 Nov 2018 02:43:31 GMT",9.786,000000609,400.0,20.0,50.0,238.0,"Thu, 15 Nov 2018 01:17:43 GMT",True,"Thu, 15 Nov 2018 05:14:54 GMT",0.0
13772,2_39_129_17_2018-11-15 01:41:16.616934,"Thu, 15 Nov 2018 01:41:17 GMT","Thu, 15 Nov 2018 08:34:28 GMT","Thu, 15 Nov 2018 08:31:30 GMT",45.424,000000067,250.0,50.0,200.0,468.0,"Thu, 15 Nov 2018 01:43:29 GMT",True,"Thu, 15 Nov 2018 09:29:17 GMT",1.0
13773,2_39_95_27_2018-11-15 02:23:19.615780,"Thu, 15 Nov 2018 02:23:20 GMT","Thu, 15 Nov 2018 05:28:12 GMT","Thu, 15 Nov 2018 05:28:28 GMT",7.866,000001108,400.0,8.0,20.0,220.0,"Thu, 15 Nov 2018 02:23:38 GMT",True,"Thu, 15 Nov 2018 06:03:20 GMT",0.0
13775,2_39_91_437_2018-11-15 02:59:59.799910,"Thu, 15 Nov 2018 03:00:00 GMT","Thu, 15 Nov 2018 05:20:17 GMT","Thu, 15 Nov 2018 04:58:12 GMT",12.504,000000754,300.0,15.0,50.0,148.0,"Thu, 15 Nov 2018 03:00:48 GMT",True,"Thu, 15 Nov 2018 05:28:00 GMT",1.0
13777,2_39_79_379_2018-11-15 04:10:44.927992,"Thu, 15 Nov 2018 04:10:45 GMT","Thu, 15 Nov 2018 14:15:58 GMT","Thu, 15 Nov 2018 08:37:45 GMT",15.396,000000838,575.0,34.5,60.0,324.0,"Thu, 15 Nov 2018 04:10:53 GMT",True,"Thu, 15 Nov 2018 09:34:45 GMT",1.0
13778,2_39_79_378_2018-11-15 04:11:33.963213,"Thu, 15 Nov 2018 04:11:34 GMT","Thu, 15 Nov 2018 17:54:33 GMT","Thu, 15 Nov 2018 06:07:52 GMT",6.135,000001111,400.0,8.0,20.0,720.0,"Thu, 15 Nov 2018 04:11:46 GMT",True,"Thu, 15 Nov 2018 16:11:34 GMT",1.0
13779,2_39_79_376_2018-11-15 08:13:57.148213,"Thu, 15 Nov 2018 08:13:57 GMT","Thu, 15 Nov 2018 11:50:14 GMT","Thu, 15 Nov 2018 09:12:12 GMT",2.71,000001093,600.0,12.0,20.0,19.0,"Thu, 15 Nov 2018 08:14:24 GMT",True,"Thu, 15 Nov 2018 08:32:57 GMT",0.0
13780,2_39_129_17_2018-11-15 14:18:33.551158,"Thu, 15 Nov 2018 14:18:34 GMT","Thu, 15 Nov 2018 22:54:20 GMT","Thu, 15 Nov 2018 21:48:19 GMT",49.661,000000556,261.0,52.2,200.0,343.0,"Thu, 15 Nov 2018 14:19:27 GMT",True,"Thu, 15 Nov 2018 20:01:34 GMT",1.0
13781,2_39_79_377_2018-11-15 14:30:35.033947,"Thu, 15 Nov 2018 14:30:35 GMT","Fri, 16 Nov 2018 01:33:04 GMT","Fri, 16 Nov 2018 01:25:03 GMT",5.905,000000566,200.0,6.0,30.0,118.0,"Thu, 15 Nov 2018 14:31:12 GMT",True,"Thu, 15 Nov 2018 16:28:35 GMT",2.0
13782,2_39_78_362_2018-11-15 14:41:15.419381,"Thu, 15 Nov 2018 14:41:15 GMT","Thu, 15 Nov 2018 23:31:47 GMT","Thu, 15 Nov 2018 23:32:46 GMT",2.718,000000686,400.0,4.0,10.0,193.0,"Thu, 15 Nov 2018 14:41:32 GMT",True,"Thu, 15 Nov 2018 17:54:15 GMT",2.0
13783,2_39_79_380_2018-11-15 14:47:11.252070,"Thu, 15 Nov 2018 14:47:11 GMT","Fri, 16 Nov 2018 00:07:10 GMT","Thu, 15 Nov 2018 19:49:26 GMT",14.08,000000066,313.0,15.65,50.0,549.0,"Thu, 15 Nov 2018 14:47:44 GMT",True,"Thu, 15 Nov 2018 23:56:11 GMT",1.0
13784,2_39_78_367_2018-11-15 15:12:16.820698,"Thu, 15 Nov 2018 15:12:17 GMT","Thu, 15 Nov 2018 23:59:48 GMT","Thu, 15 Nov 2018 18:13:02 GMT",13.374,000000674,500.0,35.0,70.0,501.0,"Thu, 15 Nov 2018 15:12:20 GMT",True,"Thu, 15 Nov 2018 23:33:17 GMT",0.0
13786,2_39_79_382_2018-11-15 15:45:30.187473,"Thu, 15 Nov 2018 15:45:30 GMT","Fri, 16 Nov 2018 04:33:25 GMT","Thu, 15 Nov 2018 23:07:26 GMT",35.437,000000234,250.0,45.0,180.0,644.0,"Thu, 15 Nov 2018 15:46:01 GMT",True,"Fri, 16 Nov 2018 02:29:30 GMT",1.0
13787,2_39_139_28_2018-11-15 15:46:25.159344,"Thu, 15 Nov 2018 15:46:25 GMT","Fri, 16 Nov 2018 01:54:51 GMT","Thu, 15 Nov 2018 17:28:59 GMT",5.459,000001097,600.0,12.0,20.0,577.0,"Thu, 15 Nov 2018 15:46:51 GMT",True,"Fri, 16 Nov 2018 01:23:25 GMT",1.0
13788,2_39_92_436_2018-11-15 15:49:02.912619,"Thu, 15 Nov 2018 15:49:03 GMT","Thu, 15 Nov 2018 21:03:31 GMT","Thu, 15 Nov 2018 21:02:55 GMT",15.872,000001272,400.0,16.0,40.0,386.0,"Thu, 15 Nov 2018 15:50:42 GMT",True,"Thu, 15 Nov 2018 22:15:03 GMT",0.0
13789,2_39_131_30_2018-11-15 16:00:32.062693,"Thu, 15 Nov 2018 16:00:32 GMT","Fri, 16 Nov 2018 00:49:54 GMT","Thu, 15 Nov 2018 17:53:18 GMT",10.802,000001153,500.0,20.0,40.0,538.0,"Thu, 15 Nov 2018 16:03:49 GMT",True,"Fri, 16 Nov 2018 00:58:32 GMT",1.0
13790,2_39_123_23_2018-11-15 16:00:54.079519,"Thu, 15 Nov 2018 16:00:54 GMT","Fri, 16 Nov 2018 00:38:39 GMT","Thu, 15 Nov 2018 18:07:39 GMT",6.736,000000858,400.0,8.0,20.0,56.0,"Thu, 15 Nov 2018 16:02:00 GMT",True,"Thu, 15 Nov 2018 16:56:54 GMT",1.0
13791,2_39_90_26_2018-11-15 16:01:14.393091,"Thu, 15 Nov 2018 16:01:14 GMT","Thu, 15 Nov 2018 20:52:06 GMT","Thu, 15 Nov 2018 20:44:09 GMT",24.303,000001039,271.0,24.39,90.0,241.0,"Thu, 15 Nov 2018 16:14:21 GMT",True,"Thu, 15 Nov 2018 20:02:14 GMT",0.0
13792,2_39_88_24_2018-11-15 16:06:20.077681,"Thu, 15 Nov 2018 16:06:20 GMT","Thu, 15 Nov 2018 23:29:34 GMT","Thu, 15 Nov 2018 18:14:59 GMT",13.921,000000945,600.0,30.0,50.0,345.0,"Thu, 15 Nov 2018 16:06:32 GMT",True,"Thu, 15 Nov 2018 21:51:20 GMT",1.0
13793,2_39_79_379_2018-11-15 16:08:32.647838,"Thu, 15 Nov 2018 16:08:33 GMT","Fri, 16 Nov 2018 01:49:00 GMT","Fri, 16 Nov 2018 00:38:51 GMT",27.87,000000022,350.0,28.0,80.0,545.0,"Thu, 15 Nov 2018 16:10:04 GMT",True,"Fri, 16 Nov 2018 01:13:33 GMT",2.0
13795,2_39_89_25_2018-11-15 16:17:08.386267,"Thu, 15 Nov 2018 16:17:08 GMT","Fri, 16 Nov 2018 03:04:48 GMT","Thu, 15 Nov 2018 20:25:21 GMT",17.76,000000159,200.0,20.0,100.0,578.0,"Thu, 15 Nov 2018 16:17:16 GMT",True,"Fri, 16 Nov 2018 01:55:08 GMT",1.0
13796,2_39_79_376_2018-11-15 16:17:25.274089,"Thu, 15 Nov 2018 16:17:25 GMT","Fri, 16 Nov 2018 01:24:03 GMT","Thu, 15 Nov 2018 19:26:33 GMT",5.075,000001083,250.0,7.5,30.0,515.0,"Thu, 15 Nov 2018 16:18:13 GMT",True,"Fri, 16 Nov 2018 00:52:25 GMT",0.0
13797,2_39_138_29_2018-11-15 16:27:26.891503,"Thu, 15 Nov 2018 16:27:27 GMT","Fri, 16 Nov 2018 01:18:36 GMT","Thu, 15 Nov 2018 19:35:40 GMT",13.228,000000559,313.0,15.65,50.0,514.0,"Thu, 15 Nov 2018 16:27:49 GMT",True,"Fri, 16 Nov 2018 01:01:27 GMT",1.0
13798,2_39_91_437_2018-11-15 16:36:38.386795,"Thu, 15 Nov 2018 16:36:38 GMT","Fri, 16 Nov 2018 01:45:15 GMT","Thu, 15 Nov 2018 17:34:06 GMT",1.85,000000324,400.0,6.0,15.0,212.0,"Thu, 15 Nov 2018 16:36:51 GMT",True,"Thu, 15 Nov 2018 20:08:38 GMT",1.0
13799,2_39_125_21_2018-11-15 16:38:39.592175,"Thu, 15 Nov 2018 16:38:40 GMT","Thu, 15 Nov 2018 23:32:18 GMT","Thu, 15 Nov 2018 18:49:09 GMT",12.637,000000068,250.0,15.0,60.0,394.0,"Thu, 15 Nov 2018 16:38:43 GMT",True,"Thu, 15 Nov 2018 23:12:40 GMT",0.0
13800,2_39_79_383_2018-11-15 16:43:43.749134,"Thu, 15 Nov 2018 16:43:44 GMT","Thu, 15 Nov 2018 22:08:23 GMT","Thu, 15 Nov 2018 18:29:32 GMT",5.535,000001154,400.0,36.0,90.0,288.0,"Thu, 15 Nov 2018 16:43:52 GMT",True,"Thu, 15 Nov 2018 21:31:44 GMT",2.0
13802,2_39_78_361_2018-11-15 16:48:22.504726,"Thu, 15 Nov 2018 16:48:22 GMT","Fri, 16 Nov 2018 02:06:32 GMT","Thu, 15 Nov 2018 22:12:38 GMT",12.814,000001102,250.0,12.5,50.0,557.0,"Thu, 15 Nov 2018 16:49:00 GMT",True,"Fri, 16 Nov 2018 02:05:22 GMT",1.0
13804,2_39_78_365_2018-11-15 16:53:33.378261,"Thu, 15 Nov 2018 16:53:33 GMT","Fri, 16 Nov 2018 01:19:38 GMT","Thu, 15 Nov 2018 19:35:25 GMT",8.833,000000677,325.0,16.25,50.0,337.0,"Thu, 15 Nov 2018 16:53:42 GMT",True,"Thu, 15 Nov 2018 22:30:33 GMT",1.0
13805,2_39_78_360_2018-11-15 16:54:35.005652,"Thu, 15 Nov 2018 16:54:35 GMT","Fri, 16 Nov 2018 01:52:57 GMT","Thu, 15 Nov 2018 21:33:37 GMT",5.889,000000697,300.0,6.0,20.0,409.0,"Thu, 15 Nov 2018 16:54:43 GMT",True,"Thu, 15 Nov 2018 23:43:35 GMT",2.0
13806,2_39_124_22_2018-11-15 16:55:54.216752,"Thu, 15 Nov 2018 16:55:54 GMT","Thu, 15 Nov 2018 18:09:16 GMT","Thu, 15 Nov 2018 18:09:11 GMT",3.736,000001135,400.0,12.0,30.0,136.0,"Thu, 15 Nov 2018 16:55:57 GMT",True,"Thu, 15 Nov 2018 19:11:54 GMT",2.0
13807,2_39_91_441_2018-11-15 16:58:01.969513,"Thu, 15 Nov 2018 16:58:02 GMT","Fri, 16 Nov 2018 01:06:05 GMT","Thu, 15 Nov 2018 18:24:31 GMT",8.436,000000564,231.0,13.86,60.0,493.0,"Thu, 15 Nov 2018 16:58:34 GMT",True,"Fri, 16 Nov 2018 01:11:02 GMT",2.0
13808,2_39_126_20_2018-11-15 16:58:37.209014,"Thu, 15 Nov 2018 16:58:37 GMT","Thu, 15 Nov 2018 17:58:43 GMT","Thu, 15 Nov 2018 17:42:45 GMT",3.113,000001215,429.0,4.29,10.0,59.0,"Thu, 15 Nov 2018 16:58:39 GMT",True,"Thu, 15 Nov 2018 17:57:37 GMT",0.0
13810,2_39_139_567_2018-11-15 17:33:52.416831,"Thu, 15 Nov 2018 17:33:52 GMT","Fri, 16 Nov 2018 01:07:07 GMT","Thu, 15 Nov 2018 20:32:42 GMT",19.397,000001243,278.0,25.02,90.0,220.0,"Thu, 15 Nov 2018 17:33:54 GMT",True,"Thu, 15 Nov 2018 21:13:52 GMT",2.0
13813,2_39_79_381_2018-11-15 17:41:36.666262,"Thu, 15 Nov 2018 17:41:37 GMT","Fri, 16 Nov 2018 01:44:48 GMT","Thu, 15 Nov 2018 21:34:47 GMT",18.733,000000755,400.0,32.0,80.0,154.0,"Thu, 15 Nov 2018 17:41:55 GMT",True,"Thu, 15 Nov 2018 20:15:37 GMT",0.0
13814,2_39_90_440_2018-11-15 17:46:49.137227,"Thu, 15 Nov 2018 17:46:49 GMT","Fri, 16 Nov 2018 00:00:59 GMT","Thu, 15 Nov 2018 20:50:16 GMT",9.822,000001092,600.0,18.0,30.0,475.0,"Thu, 15 Nov 2018 17:49:09 GMT",True,"Fri, 16 Nov 2018 01:41:49 GMT",1.0
13817,2_39_88_438_2018-11-15 18:28:09.384792,"Thu, 15 Nov 2018 18:28:09 GMT","Fri, 16 Nov 2018 01:53:39 GMT","Thu, 15 Nov 2018 19:39:01 GMT",7.356,000000714,200.0,16.0,80.0,451.0,"Thu, 15 Nov 2018 18:29:01 GMT",True,"Fri, 16 Nov 2018 01:59:09 GMT",2.0
13818,2_39_124_22_2018-11-15 18:48:44.252564,"Thu, 15 Nov 2018 18:48:44 GMT","Fri, 16 Nov 2018 03:41:59 GMT","Thu, 15 Nov 2018 21:44:53 GMT",19.076,000001274,333.0,6.66,20.0,60.0,"Thu, 15 Nov 2018 18:51:04 GMT",True,"Thu, 15 Nov 2018 19:48:44 GMT",0.0
13819,2_39_127_561_2018-11-15 18:51:02.967755,"Thu, 15 Nov 2018 18:51:03 GMT","Fri, 16 Nov 2018 01:43:15 GMT","Fri, 16 Nov 2018 00:03:40 GMT",34.87,000000818,250.0,35.0,140.0,341.0,"Thu, 15 Nov 2018 18:51:38 GMT",True,"Fri, 16 Nov 2018 00:32:03 GMT",2.0
13820,2_39_78_364_2018-11-15 19:46:29.655892,"Thu, 15 Nov 2018 19:46:30 GMT","Fri, 16 Nov 2018 00:44:34 GMT","Thu, 15 Nov 2018 22:11:53 GMT",4.541,000000634,200.0,4.0,20.0,148.0,"Thu, 15 Nov 2018 19:46:49 GMT",True,"Thu, 15 Nov 2018 22:14:30 GMT",2.0
13821,2_39_126_20_2018-11-15 19:56:52.364637,"Thu, 15 Nov 2018 19:56:52 GMT","Fri, 16 Nov 2018 08:44:12 GMT","Thu, 15 Nov 2018 21:03:36 GMT",2.257,000001082,400.0,16.0,40.0,295.0,"Thu, 15 Nov 2018 19:57:19 GMT",True,"Fri, 16 Nov 2018 00:51:52 GMT",1.0
13822,2_39_131_565_2018-11-15 20:02:19.023250,"Thu, 15 Nov 2018 20:02:19 GMT","Thu, 15 Nov 2018 23:43:35 GMT","Thu, 15 Nov 2018 22:32:27 GMT",16.012,000001104,250.0,25.0,100.0,241.0,"Thu, 15 Nov 2018 20:02:42 GMT",True,"Fri, 16 Nov 2018 00:03:19 GMT",2.0
13823,2_39_95_27_2018-11-15 20:19:43.768973,"Thu, 15 Nov 2018 20:19:44 GMT","Fri, 16 Nov 2018 02:25:53 GMT","Thu, 15 Nov 2018 23:00:35 GMT",6.616,000001124,400.0,8.0,20.0,53.0,"Thu, 15 Nov 2018 20:19:57 GMT",True,"Thu, 15 Nov 2018 21:12:44 GMT",0.0
13824,2_39_90_26_2018-11-15 20:58:16.809179,"Thu, 15 Nov 2018 20:58:17 GMT","Fri, 16 Nov 2018 06:11:45 GMT","Fri, 16 Nov 2018 00:45:51 GMT",20.025,000000560,273.0,21.84,80.0,281.0,"Thu, 15 Nov 2018 20:58:38 GMT",True,"Fri, 16 Nov 2018 01:39:17 GMT",0.0
13828,2_39_128_18_2018-11-15 23:13:11.223612,"Thu, 15 Nov 2018 23:13:11 GMT","Fri, 16 Nov 2018 04:34:21 GMT","Fri, 16 Nov 2018 04:34:14 GMT",32.788,000001208,400.0,40.0,100.0,31.0,"Thu, 15 Nov 2018 23:13:42 GMT",True,"Thu, 15 Nov 2018 23:44:11 GMT",0.0
13829,2_39_129_17_2018-11-15 23:25:39.394856,"Thu, 15 Nov 2018 23:25:39 GMT","Fri, 16 Nov 2018 00:31:44 GMT","Fri, 16 Nov 2018 00:31:39 GMT",7.577,000000222,259.0,20.72,80.0,111.0,"Thu, 15 Nov 2018 23:25:54 GMT",True,"Fri, 16 Nov 2018 01:16:39 GMT",0.0
13830,2_39_125_21_2018-11-16 00:11:03.720179,"Fri, 16 Nov 2018 00:11:04 GMT","Fri, 16 Nov 2018 00:36:25 GMT","Fri, 16 Nov 2018 00:36:20 GMT",1.413,000000774,400.0,8.0,20.0,60.0,"Fri, 16 Nov 2018 00:11:11 GMT",True,"Fri, 16 Nov 2018 01:11:04 GMT",0.0
13831,2_39_79_378_2018-11-16 01:18:53.207658,"Fri, 16 Nov 2018 01:18:53 GMT","Fri, 16 Nov 2018 01:47:00 GMT","Fri, 16 Nov 2018 01:43:16 GMT",0.815,000001093,600.0,12.0,20.0,19.0,"Fri, 16 Nov 2018 01:19:09 GMT",True,"Fri, 16 Nov 2018 01:37:53 GMT",0.0
13832,2_39_83_386_2018-11-16 01:36:38.446458,"Fri, 16 Nov 2018 01:36:38 GMT","Fri, 16 Nov 2018 05:23:33 GMT","Fri, 16 Nov 2018 05:02:20 GMT",10.742,000000777,500.0,20.0,40.0,60.0,"Fri, 16 Nov 2018 01:37:55 GMT",True,"Fri, 16 Nov 2018 02:36:38 GMT",0.0
13833,2_39_123_23_2018-11-16 01:39:43.833042,"Fri, 16 Nov 2018 01:39:44 GMT","Fri, 16 Nov 2018 03:59:41 GMT","Fri, 16 Nov 2018 03:40:03 GMT",12.82,000000754,300.0,15.0,50.0,148.0,"Fri, 16 Nov 2018 01:40:02 GMT",True,"Fri, 16 Nov 2018 04:07:44 GMT",1.0
13835,2_39_95_27_2018-11-16 03:12:35.510998,"Fri, 16 Nov 2018 03:12:36 GMT","Fri, 16 Nov 2018 06:02:54 GMT","Fri, 16 Nov 2018 05:38:58 GMT",8.067,000001108,400.0,12.0,30.0,180.0,"Fri, 16 Nov 2018 03:12:55 GMT",True,"Fri, 16 Nov 2018 06:12:36 GMT",0.0
13836,2_39_129_17_2018-11-16 04:09:11.699310,"Fri, 16 Nov 2018 04:09:12 GMT","Fri, 16 Nov 2018 06:32:14 GMT","Fri, 16 Nov 2018 06:32:10 GMT",16.292,000000637,426.0,21.3,50.0,120.0,"Fri, 16 Nov 2018 04:09:12 GMT",True,"Fri, 16 Nov 2018 06:09:12 GMT",0.0
13837,2_39_139_28_2018-11-16 04:10:50.141096,"Fri, 16 Nov 2018 04:10:50 GMT","Fri, 16 Nov 2018 05:39:20 GMT","Fri, 16 Nov 2018 05:39:16 GMT",9.678,000001263,250.0,10.0,40.0,90.0,"Fri, 16 Nov 2018 04:12:51 GMT",True,"Fri, 16 Nov 2018 05:40:50 GMT",0.0
13839,2_39_79_379_2018-11-16 05:15:25.800383,"Fri, 16 Nov 2018 05:15:26 GMT","Fri, 16 Nov 2018 17:52:57 GMT","Fri, 16 Nov 2018 07:14:10 GMT",6.336,000001111,400.0,8.0,20.0,720.0,"Fri, 16 Nov 2018 05:15:43 GMT",True,"Fri, 16 Nov 2018 17:15:26 GMT",1.0
